slug,city,country,region,mode,n_stations,annual_riders,annual_year_raw,annual_year,vintage_basis,measure_def,measure_note,measure_source,convention_family,metric_confidence,value_status,evidence,annual_url,source_id,urban_pop,urban_area_km2,pop_source,population_basis,trips_per_capita,mode_scope,mode_scope_checked,mode_scope_evidence,mode_scope_url,has_ridership,metric_known,citation_resolves,denominator_consistent,vintage_comparable,mode_scope_known,mode_scope_consistent,usable_for_ratio
mumbai,Mumbai,India,Asia,metro,118,328500000,2025,2025,calendar_year,estimated,estimated,system_rank,estimated,low,,,https://en.wikipedia.org/wiki/Mumbai_Metro,mumbai-annual,26237000,1067,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,12.5,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
rio-de-janeiro,Rio de Janeiro,Brazil,South America,metro,41,322100000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://grokipedia.com/page/List_of_Latin_American_rail_transit_systems_by_ridership,rio-de-janeiro-annual,12546000,2020,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,25.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
rome,Rome,Italy,Europe,metro,74,320000000,2019,2019,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Rome_Metro,rome-annual,3293000,1145,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,97.2,metro_only,system_field,,,true,true,true,true,false,true,true,false
busan,Busan,South Korea,Asia,metro,157,315460000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www2.humetro.busan.kr/homepage/manage/page/subLocation.do?menu_no=10070302,busan-annual,3998000,596,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,78.9,metro_only,system_field,,,true,true,true,true,true,true,true,true
stockholm,Stockholm,Sweden,Europe,metro,102,314000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.trafa.se/globalassets/statistik/bantrafik/bantrafik/2024/bantrafik-2024.pdf,stockholm-annual,2321000,847,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,135.3,metro_only,system_field,,,true,true,true,true,true,true,true,true
montreal,Montréal,Canada,North America,metro,68,311929200,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://www.apta.com/wp-content/uploads/2026/03/2025-Q4-Ridership-APTA.pdf,montreal-annual,4029000,1383,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,77.4,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
medellin,Medellín,Colombia,South America,metro,27,308300000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.metrodemedellin.gov.co/hubfs/memorias-de-sostenibilidad/2024/Memoria_%20Sostenibilidad_MetrodeMedellin_2024.pdf,medellin-annual,3255000,241,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,94.7,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
kunming,Kunming,China,Asia,metro,83,307424100,2024,2024,calendar_year,unlinked_trips,station_entries,override:camet,boarding,high,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 307,424,100 / 进站量 221,221,200. matches 客运量 exactly (ratio 1.0000)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,kunming-annual,3909000,855,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,78.6,metro_only,system_field,,,true,true,true,true,true,true,true,true
kuala-lumpur,Kuala Lumpur,Malaysia,Asia,metro,218,296581044,2024,2024,calendar_year,estimated,estimated,system_rank,estimated,medium,,,https://myrapid.com.my/bus-train/ridership/,kuala-lumpur-ts,9899000,2163,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,30.0,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
tashkent,Tashkent,Uzbekistan,Middle East & Central Asia,metro,49,286800000,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://en.wikipedia.org/wiki/Tashkent_Metro,tashkent-annual,4036000,1075,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,71.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
bengaluru,Bengaluru,India,Asia,metro,74,276670000,2025,2025,calendar_year,estimated,estimated,system_rank,estimated,medium,,,https://www.nativeplanet.com/news/despite-strong-ridership-namma-metro-sees-deepening-losses-in-2024-25-as-depreciation-and-taxes-pus-018291.html,bengaluru-annual,16216000,1743,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,17.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
dubai,Dubai,United Arab Emirates,Middle East & Central Asia,metro,63,275400000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://en.wikipedia.org/wiki/Dubai_Metro,dubai-annual,5097000,1507,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,54.0,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
changchun,Changchun,China,Asia,metro,84,271092600,2024,2024,calendar_year,unlinked_trips,station_entries,override:camet,boarding,high,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 271,092,600 / 进站量 189,477,800. matches 客运量 exactly (ratio 1.0000)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,changchun-annual,3801000,818,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,71.3,metro_only,system_field,,,true,true,true,true,true,true,true,true
dalian,Dalian,China,Asia,metro,67,267000000,2024,2024,calendar_year,unlinked_trips,station_entries,override:camet,boarding,medium,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 276,594,500 / 进站量 205,794,000. matches 客运量 to 3.5% (atlas year 2024 vs report year 2024)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,dalian-annual,4157000,1044,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,64.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
bangkok,Bangkok,Thailand,Asia,metro,219,263955804,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://en.wikipedia.org/wiki/BTS_Skytrain,bangkok-ts,20284000,3199,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,13.0,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
guiyang,Guiyang,China,Asia,metro,25,255189600,2024,2024,calendar_year,unlinked_trips,station_entries,override:camet,boarding,high,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 255,189,600 / 进站量 181,963,100. matches 客运量 exactly (ratio 1.0000)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,guiyang-annual,3350000,728,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,76.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
kyiv,Kyiv,Ukraine,Europe,metro,52,250000000,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://glavcom.ua/kyiv/news/250-mln-pasazhiriv-ta-persha-zhinka-mashinistka-jakim-buv-2025-rik-u-kijivskomu-metro--1097937.html,kyiv-annual,2817000,761,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,88.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
budapest,Budapest,Hungary,Europe,metro+tram,63,247300000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.ksh.hu/stadat_files/sza/hu/sza0067.html,budapest-annual,2489000,997,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,99.4,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
cologne,Cologne,Germany,Europe,lrt,637,236200000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.stadtwerkekoeln.de/pressemitteilungen/fahrgastzahlen-bei-der-kvb-sind-in-2024-nahezu-konstant-geblieben,cologne-annual,2270000,780,Demographia 2025 (20th ed.) built-up urban area 'Cologne-Bonn',built_up_urban_area,104.1,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
buenos-aires,Buenos Aires,Argentina,South America,metro,90,236000000,2023,2023,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://es.wikipedia.org/wiki/Subte_de_Buenos_Aires,buenos-aires-annual,15933000,3437,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,14.8,metro_only,system_field,,,true,true,true,true,true,true,true,true
minsk,Minsk,Belarus,Europe,metro,36,233900000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Minsk_Metro,minsk-annual,2147000,433,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,108.9,metro_only,system_field,,,true,true,true,true,true,true,true,true
sapporo,Sapporo,Japan,Asia,metro,46,229875000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www.jametro.or.jp/upload/data/txYrAazWqkWT.pdf,sapporo-annual,2206000,552,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,104.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
baku,Baku,Azerbaijan,Middle East & Central Asia,metro,27,229600000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://azertag.az/xeber/oten_il_baki_metrosundan_istifade_eden_sernisinlerin_sayi_artib-3390807,baku-annual,3075000,1210,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,74.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
yokohama,Yokohama,Japan,Asia,metro,40,228232000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www.jametro.or.jp/upload/data/txYrAazWqkWT.pdf,yokohama-annual,3772726,437.4,"Wikipedia infobox, Yokohama city-proper population (Demographia merges Yokohama into 'Tokyo-Yokohama' 37.3M conurbation, not usable per-city since Tokyo is a separate entry)",city_proper,60.5,metro_only,system_field,,,true,true,true,false,true,true,true,false
kharkiv,Kharkiv,Ukraine,Europe,metro,29,223000000,2018,2018,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Kharkiv_Metro,kharkiv-annual,1372000,394,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,162.5,metro_only,system_field,,,true,true,true,true,false,true,true,false
lyon,Lyon,France,Europe,metro,45,219000000,2019,2019,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,http://sytral-mobilites.fr/UserFiles/File/projet/consultations-passees/consultation-metro/faq-en-savoir-plus/sytral-dossier-de-consultation-web.pdf,lyon-annual,1460000,461,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,150.0,metro_plus_urban_rail,system_field,,,true,true,true,true,false,true,true,false
kolkata,Kolkata,India,Asia,metro,56,218100000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.uniindia.com/~/kolkata-metro-carries-21-81-cr-passenger-in-2024-25/Business%20Economy/news/3433709.html,kolkata-annual,20327000,1352,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,10.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
dusseldorf,Düsseldorf,Germany,Europe,lrt,1232,204700000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://duesseldorf-blog.de/2025/06/04/geschaeftsbericht-2024-rheinbahn-mit-rekord-32-millionen-fahrgaeste-mehr-als-im-vorjahr-unternehmen-schreibt-jedoch-rote-zahlen-in-hoehe-von-1422-millionen-euro/,dusseldorf-annual,6874000,2683,Demographia 2025 (20th ed.) built-up urban area 'Essen-Dusseldorf' (Rhine-Ruhr),built_up_urban_area,29.8,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
warsaw,Warsaw,Poland,Europe,metro+tram,21,197300000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Warsaw_Metro,warsaw-annual,2126000,546,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,92.8,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
lima,Lima,Peru,South America,metro,26,191000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://energiminas.com/2025/03/10/linea-1-del-metro-transportaria-212-millones-de-pasajeros-este-ano-11-mas-que-2024/,lima-annual,10914000,891,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,17.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
zurich,Zurich,Switzerland,Europe,tram,85,188600000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://www.bahnonline.ch/75490/vbz-fahrgastzahlen-im-jahr-2024-weiter-angestiegen/,zurich-annual,2100000,2103,OECD Functional Urban Area via Wikipedia 'Zurich metropolitan area' page,metro_region,89.8,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
dresden,Dresden,Germany,Europe,tram,482,183700000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.dvb.de/de-de/die-dvb/unternehmen/zahlen-und-daten-neu,dresden-annual,790400,,"Wikipedia article text, Dresden agglomeration population; area not given",built_up_urban_area,232.4,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
frankfurt,Frankfurt,Germany,Europe,metro+lrt,107,182440000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.vgf-ffm.de/fileadmin/VGF/Die_VGF/Zahlen_und_Berichte/Documents/Geschaeftsbericht_2024.pdf,frankfurt-annual,2111000,660,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,86.4,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
ankara,Ankara,Türkiye,Europe,metro,77,173200000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://m.ego.gov.tr/dosya/indir/34218.pdf,ankara-annual,5638000,671,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,30.7,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
lisbon,Lisbon,Portugal,Europe,metro,49,173000000,2019,2019,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Lisbon_Metro,lisbon-annual,2911000,951,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,59.4,metro_only,system_field,,,true,true,true,true,false,true,true,false
guadalajara,Guadalajara,Mexico,North America,lrt,20,168605000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,high,,,https://en.wikipedia.org/wiki/Sistema_de_Tren_El%C3%A9ctrico_Urbano,guadalajara-annual,4528000,816,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,37.2,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
leipzig,Leipzig,Germany,Europe,tram,682,166000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.l-iz.de/wirtschaft/wirtschaft-leipzig/2025/07/lvb-bilanz-fuer-2024-mehr-fahrgaeste-mehr-umsatz-mehr-zuschuss-629230,leipzig-annual,633592,,"Wikipedia infobox, city-proper only (no distinct metro/urban-area figure found)",city_proper,262.0,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
stuttgart,Stuttgart,Germany,Europe,lrt,192,165600000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.ssb-ag.de/fileadmin/04_Unternehmen/Informationen_und_Fakten/geschaeftsberichte/25-159_01_Geschaeftsbericht_03LowRes_finaler_Entwurf.pdf,stuttgart-annual,2735425,3654,"Wikipedia, Stuttgart Region (Verband Region Stuttgart) - metropolitan planning region, not a pure built-up area",metro_region,60.5,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
hanover,Hanover,Germany,Europe,lrt,225,163500000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.zughalt.de/2025/05/uestra-mehr-fahrgaeste-und-mitarbeiter/,hanover-annual,1119032,,"Wikipedia infobox, Hannover Region (metropolitan district) population; exact year not clearly stated in source (a nearby figure cites 'ca. 1.16 million (2019)' for the same region, so treat as approx. late-2010s/early-2020s)",metro_region,146.1,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
nuremberg,Nuremberg,Germany,Europe,metro,49,161300000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.nordbayern.de/nuernberg/rekord-geknackt-161-3-millionen-menschen-in-nurnberg-nutzen-bus-und-bahn-trotzdem-minusgeschaft-1.14710988,nuremberg-annual,1400000,,"Wikipedia article text, Nuremberg-Furth-Erlangen built-up conurbation (~1.4 million, not the much larger 3.6M EU 'metropolitan region' planning area); year not stated in source, roughly contemporary with the city's 2024 population figure",built_up_urban_area,115.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
rotterdam,Rotterdam,Netherlands,Europe,metro,70,160000000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://corporate.ret.nl/nieuws/jaarverslag-2025-reizigers-centraal-en-voorsorteren-op-de-toekomst,rotterdam-annual,3099000,1015,Demographia 2025 (20th ed.) built-up urban area 'Rotterdam-The Hague',built_up_urban_area,51.6,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
kobe,Kobe,Japan,Asia,metro,26,159574289,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www.jametro.or.jp/upload/data/txYrAazWqkWT.pdf,kobe-annual,1521241,549.7,"Wikipedia infobox, Kobe city-proper population (2020); area derived from the article's stated density (~2,768/km2 => 1,521,241/2,768≈549.7 km2), since no direct area figure was given. Demographia merges Kobe into 'Osaka-Kobe-Kyoto' 15.0M conurbation, not usable per-city since Osaka is a separate entry in this dataset.",city_proper,104.9,metro_only,system_field,,,true,true,true,false,true,true,true,false
vancouver,Vancouver,Canada,North America,metro,54,146789800,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://en.wikipedia.org/wiki/SkyTrain_(Vancouver),vancouver-annual,2833000,912,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,51.8,metro_only,system_field,,,true,true,true,true,true,true,true,true
boston,Boston,United States,North America,metro+lrt,119,143119600,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://www.apta.com/wp-content/uploads/2026/03/2025-Q4-Ridership-APTA.pdf,boston-ntd,4344000,4289,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,32.9,metro_only,system_field,,,true,true,true,true,true,true,true,true
bucharest,Bucharest,Romania,Europe,metro,50,142783000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.metrorex.ro/storage/documents/1720090135Raport%20de%20activitate%202023%20Metrorex%20S.A..pdf,bucharest-annual,2115000,412,Demographia 2025 (20th ed.) built-up urban area,built_up_urban_area,67.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
washington,"Washington, DC",United States,North America,metro,98,142093000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://northernvirginiamag.com/news/2025/12/22/wmata-releases-2025-metro-rewind-with-ridership-stats/,washington-ntd,7636000,5600,Demographia 2025 (20th ed.) built-up urban area 'Washington-Baltimore',built_up_urban_area,18.6,metro_only,system_field,,,true,true,true,true,true,true,true,true
chicago,Chicago,United States,North America,metro,144,138392897,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,high,,,https://www.transitchicago.com/assets/1/6/Monthly_Ridership_2025-12.pdf,chicago-ntd,8790000,6532,"Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area, Chicago IL-IN)",built_up_urban_area,15.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
strasbourg,Strasbourg,France,Europe,tram,59,138300000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://www.cts-strasbourg.eu/export/sites/default/.galleries/Documents/Rapport-dactivite-et-de-responsabilite-sociale-et-environnementale-de-la-CTS-2025.pdf,strasbourg-annual,489538,240.2,"INSEE unite urbaine 2020 de Strasbourg (partie francaise), built-up urban area, French side only, via French Wikipedia; broader aire d'attraction (functional area, includes commuting reach) was 1,020,744 in 2023",built_up_urban_area,282.5,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
izmir,İzmir,Türkiye,Europe,metro,72,127373929,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.tursid.org/rayli-sistem-verileri,izmir-annual,2567000,300,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 216; Izmir metropolitan municipality/province is much larger (4,493,242 in 2024, TUIK) since it covers the whole province",built_up_urban_area,49.6,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
sofia,Sofia,Bulgaria,Europe,metro,46,127200000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.metropolitan.bg/aktualno/nad-127-mln.-ptniczi-e-prevozilo-metro-v-sofiya-prez-2024-g,sofia-annual,1280000,500,Wikipedia infobox city-proper (Stolichna Municipality); metro/urban estimates ~1.5-1.6M cited but boundary/area unclear so not used,city_proper,99.4,metro_only,system_field,,,true,true,true,false,true,true,true,false
kyoto,Kyoto,Japan,Asia,metro,31,127086000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www.jametro.or.jp/upload/data/txYrAazWqkWT.pdf,kyoto-annual,2801044,,"Kyoto-Kusatsu Metropolitan Employment Area (Japan MEA definition) via Wikipedia; this is Kyoto's own metro area, distinct from the much larger Osaka-Kobe-Kyoto (Keihanshin) conurbation of ~17-19M which Kyoto's subway does not serve",metro_region,45.4,metro_only,system_field,,,true,true,true,false,true,true,true,false
copenhagen,Copenhagen,Denmark,Europe,metro,44,126000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://metroselskabet.dk/en/contact-and-press/press/press-releases/record-year-for-the-metro-six-million-more-passengers-in-2024/,copenhagen-annual,1396508,525.5,"Statistics Denmark 'byomrade' contiguous urban area via Wikipedia infobox; broader metro area 2,135,634 (2025)",metro_region,90.2,metro_only,system_field,,,true,true,true,false,true,true,true,false
gothenburg,Gothenburg,Sweden,Europe,tram,132,125000000,2024,2024,calendar_year,estimated,estimated,system_rank,estimated,medium,,,https://en.wikipedia.org/wiki/Gothenburg_tram_network,gothenburg-annual,674529,203.67,"Statistics Sweden tatort (contiguous built-up urban area) via Wikipedia infobox; broader metro region 1,080,980 (2023)",built_up_urban_area,185.3,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
helsinki,Helsinki,Finland,Europe,metro+tram,30,124000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://kaupunkiliikenne.fi/content/uploads/2025/04/Vuosikertomus-2024.pdf,helsinki-annual,1360000,669.31,"Statistics Finland taajama (contiguous built-up urban area) via Wikipedia infobox, approx.; broader Greater Helsinki metro ~1,620,000",built_up_urban_area,91.2,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
zagreb,Zagreb,Croatia,Europe,tram,206,121800000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.zagreb.hr/userdocsimages/arhiva/statistika/2024/prijevoz%202024/Prijevoz%20I%20-%20XII.%202024_web.pdf,zagreb-annual,663592,305.8,"Croatian census 'naselje Zagreb' built-up settlement via Wikipedia infobox (narrower than admin city 767,131/641km2); broader Zagreb urban agglomeration 1,086,528 (2021)",built_up_urban_area,183.5,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
toulouse,Toulouse,France,Europe,metro,44,118297877,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.tisseo-collectivites.fr/sites/default/files/media/downloads/chiffres-cles_2024_interactive_corrections.pdf,toulouse-annual,1081726,957.5,"INSEE unite urbaine 2020 de Toulouse, built-up urban area, via French Wikipedia; broader aire d'attraction (functional area) was 1,513,396 in 2022",built_up_urban_area,109.4,metro_only,system_field,,,true,true,true,true,true,true,true,true
oslo,Oslo,Norway,Europe,metro,88,118000000,2016,2016,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Oslo_Metro,oslo-annual,1110887,,"Statistics Norway 'tettsted' contiguous urban area via Wikipedia infobox; broader metro region ~1,546,706 (2021)",built_up_urban_area,106.2,metro_plus_urban_rail,system_field,,,true,true,true,true,false,true,true,false
salvador,Salvador,Brazil,South America,metro,18,117737000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://badevalor.com.br/metro-de-salvador-alcanca-117737-milhoes-de-passageiros-em-2024/,salvador-annual,3957123,,"IBGE Regiao Metropolitana de Salvador (metro region) via Wikipedia infobox; city proper 2,417,678 (2022, 692.8 km2)",city_proper,29.8,metro_only,system_field,,,true,true,true,false,true,true,true,false
jinan,Jinan,China,Asia,metro,23,116398600,2024,2024,calendar_year,unlinked_trips,station_entries,override:camet,boarding,high,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 116,398,600 / 进站量 83,374,500. matches 客运量 exactly (ratio 1.0000)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,jinan-annual,4209000,932,"Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area, not whole Jinan prefecture)",built_up_urban_area,27.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
panama-city,Panama City,Panama,North America,metro,32,114900000,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,high,,,https://www.infobae.com/panama/2026/02/07/panama-cerro-2025-con-1149-millones-de-pasajeros-en-el-metro-y-1399-millones-en-buses/,panama-city-annual,2100000,,"Wikipedia infobox metropolitan area estimate (rounded, year approximate); city proper 410,354 (2023 census)",city_proper,54.7,metro_only,system_field,,,true,true,true,false,true,true,true,false
tbilisi,Tbilisi,Georgia,Middle East & Central Asia,metro,23,113827000,2017,2017,calendar_year,station_entries,station_entries,system_rank,entries,low,,,https://en.wikipedia.org/wiki/Tbilisi_Metro,tbilisi-annual,1282600,,Wikipedia infobox city-proper population (Tbilisi city boundary is close to the built-up agglomeration; no separate metro figure found),city_proper,88.7,metro_only,system_field,,,true,true,true,false,false,true,true,false
basel,Basel,Switzerland,Europe,tram,108,113550000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.bvb.ch/wp-content/bvb/Dokumente/Geschaeftsberichte/2024/BVB_Geschaeftsbericht_2024.pdf,basel-annual,572556,,"Swiss Federal Statistical Office agglomeration (via citypopulation.de); broader cross-border trinational Basel agglomeration (France/Germany/Switzerland) estimated ~830,000",built_up_urban_area,198.3,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
chennai,Chennai,India,Asia,metro,26,113238447,FY2025-26,2025,fiscal_year_apr_mar,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://chennaimetrorail.org/wp-content/uploads/2026/08/Media-wise-Ridership-details_Apr_2023-to-July_2026.pdf,chennai-annual,11950000,1225,Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area),built_up_urban_area,9.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
